global_idx,scenario_id,category,rep_idx,seed,n_taxa,length_nt,theta,rho,beta,alpha,is_recombinant,num_true_trees,num_true_bps,segregating_sites,informative_sites,rhiz_detected,rhiz_num_bps,rhiz_bps,rhiz_time_ms,phi_p_val,phi_detected,maxchi_p_val,maxchi_detected,nss_p_val,nss_detected,phi_suite_time_ms,three_p_val,three_detected,three_time_ms,total_time_ms
1286,null_const_n10_th10,null_constant,36,30244635,10,1000,10.0,0.0,0.0,inf,False,1,0,18,12,False,0,,5.03,1.0,False,0.883,False,1.0,False,35.73,1.0,False,53.37,104.22
1287,null_const_n10_th10,null_constant,37,30252554,10,1000,10.0,0.0,0.0,inf,False,1,0,37,19,False,0,,5.79,1.0,False,0.675,False,1.0,False,37.37,1.0,False,52.47,107.26
1288,null_const_n10_th10,null_constant,38,30260473,10,1000,10.0,0.0,0.0,inf,False,1,0,13,7,False,0,,5.84,1.0,False,1.0,False,1.0,False,28.85,1.0,False,59.01,106.26
1289,null_const_n10_th10,null_constant,39,30268392,10,1000,10.0,0.0,0.0,inf,False,1,0,31,23,False,0,,5.28,1.0,False,0.969,False,1.0,False,33.36,1.0,False,55.85,105.15
1290,null_const_n10_th10,null_constant,40,30276311,10,1000,10.0,0.0,0.0,inf,False,1,0,12,10,False,0,,5.93,1.0,False,1.0,False,1.0,False,28.39,1.0,False,45.11,90.02
1291,null_const_n10_th10,null_constant,41,30284230,10,1000,10.0,0.0,0.0,inf,False,1,0,16,7,False,0,,4.91,1.0,False,0.156,False,1.0,False,27.15,1.0,False,31.19,74.08
1292,null_const_n10_th10,null_constant,42,30292149,10,1000,10.0,0.0,0.0,inf,False,1,0,34,27,False,0,,5.56,1.0,False,0.942,False,1.0,False,32.26,1.0,False,33.21,83.24
1293,null_const_n10_th10,null_constant,43,30300068,10,1000,10.0,0.0,0.0,inf,False,1,0,25,18,False,0,,5.91,1.0,False,0.825,False,1.0,False,30.55,1.0,False,44.49,93.41
1294,null_const_n10_th10,null_constant,44,30307987,10,1000,10.0,0.0,0.0,inf,False,1,0,17,13,False,0,,5.46,0.264,False,0.918,False,1.0,False,29.55,1.0,False,42.93,90.4
1295,null_const_n10_th10,null_constant,45,30315906,10,1000,10.0,0.0,0.0,inf,False,1,0,32,22,False,0,,6.91,1.0,False,0.277,False,1.0,False,34.08,1.0,False,44.53,96.28
1296,null_const_n10_th10,null_constant,46,30323825,10,1000,10.0,0.0,0.0,inf,False,1,0,76,63,False,0,,5.14,1.0,False,0.612,False,1.0,False,46.06,1.0,False,40.06,103.38
1297,null_const_n10_th10,null_constant,47,30331744,10,1000,10.0,0.0,0.0,inf,False,1,0,19,16,False,0,,6.56,1.0,False,0.177,False,1.0,False,30.32,1.0,False,41.45,90.86
1298,null_const_n10_th10,null_constant,48,30339663,10,1000,10.0,0.0,0.0,inf,False,1,0,56,45,False,0,,5.26,1.0,False,0.693,False,1.0,False,38.35,1.0,False,42.2,99.08
1299,null_const_n10_th10,null_constant,49,30347582,10,1000,10.0,0.0,0.0,inf,False,1,0,21,15,False,0,,6.05,1.0,False,0.718,False,1.0,False,30.53,1.0,False,33.6,81.48
1300,null_const_n10_th20,null_constant,0,30355501,10,1000,20.0,0.0,0.0,inf,False,1,0,62,59,False,0,,7.48,1.0,False,0.591,False,1.0,False,43.08,1.0,False,35.88,98.67
1301,null_const_n10_th20,null_constant,1,30363420,10,1000,20.0,0.0,0.0,inf,False,1,0,68,57,False,0,,6.99,0.856,False,0.001,True,1.0,False,45.51,1.0,False,53.52,121.11
1302,null_const_n10_th20,null_constant,2,30371339,10,1000,20.0,0.0,0.0,inf,False,1,0,95,78,False,0,,8.13,1.0,False,0.91,False,1.0,False,52.33,1.0,False,51.0,124.24
1303,null_const_n10_th20,null_constant,3,30379258,10,1000,20.0,0.0,0.0,inf,False,1,0,74,56,False,0,,6.92,0.602,False,0.303,False,0.531,False,45.67,1.0,False,51.76,118.03
1304,null_const_n10_th20,null_constant,4,30387177,10,1000,20.0,0.0,0.0,inf,False,1,0,36,16,False,0,,7.71,0.646,False,0.712,False,0.674,False,37.81,1.0,False,49.77,108.71
1305,null_const_n10_th20,null_constant,5,30395096,10,1000,20.0,0.0,0.0,inf,False,1,0,48,14,False,0,,5.91,1.0,False,0.325,False,1.0,False,36.54,1.0,False,54.15,108.37
1306,null_const_n10_th20,null_constant,6,30403015,10,1000,20.0,0.0,0.0,inf,False,1,0,61,51,False,0,,7.06,1.0,False,0.281,False,1.0,False,45.29,1.0,False,47.94,112.42
1307,null_const_n10_th20,null_constant,7,30410934,10,1000,20.0,0.0,0.0,inf,False,1,0,51,39,False,0,,6.42,1.0,False,0.282,False,1.0,False,41.67,1.0,False,34.1,93.23
1308,null_const_n10_th20,null_constant,8,30418853,10,1000,20.0,0.0,0.0,inf,False,1,0,34,10,False,0,,6.12,1.0,False,0.378,False,1.0,False,36.16,1.0,False,33.95,87.01
1309,null_const_n10_th20,null_constant,9,30426772,10,1000,20.0,0.0,0.0,inf,False,1,0,89,78,False,0,,5.83,1.0,False,0.475,False,1.0,False,53.9,1.0,False,44.85,117.45
1310,null_const_n10_th20,null_constant,10,30434691,10,1000,20.0,0.0,0.0,inf,False,1,0,28,17,False,0,,5.65,1.0,False,0.039,True,1.0,False,33.23,1.0,False,32.86,82.31
1311,null_const_n10_th20,null_constant,11,30442610,10,1000,20.0,0.0,0.0,inf,False,1,0,77,48,False,0,,5.75,0.19,False,0.021,True,0.147,False,46.7,1.0,False,43.5,107.23
1312,null_const_n10_th20,null_constant,12,30450529,10,1000,20.0,0.0,0.0,inf,False,1,0,57,36,False,0,,5.5,0.951,False,0.296,False,0.814,False,44.84,1.0,False,46.38,108.68
1313,null_const_n10_th20,null_constant,13,30458448,10,1000,20.0,0.0,0.0,inf,False,1,0,49,36,False,0,,6.59,1.0,False,0.043,True,1.0,False,36.52,1.0,False,41.1,96.29
1314,null_const_n10_th20,null_constant,14,30466367,10,1000,20.0,0.0,0.0,inf,False,1,0,42,35,False,0,,5.61,1.0,False,0.994,False,1.0,False,36.14,1.0,False,42.47,96.24
1315,null_const_n10_th20,null_constant,15,30474286,10,1000,20.0,0.0,0.0,inf,False,1,0,82,41,False,0,,6.12,0.246,False,0.642,False,1.0,False,44.55,1.0,False,34.36,97.28
1316,null_const_n10_th20,null_constant,16,30482205,10,1000,20.0,0.0,0.0,inf,False,1,0,54,36,False,0,,6.87,0.575,False,0.067,False,0.019,True,39.59,1.0,False,32.25,89.36
1317,null_const_n10_th20,null_constant,17,30490124,10,1000,20.0,0.0,0.0,inf,False,1,0,61,35,False,0,,8.23,1.0,False,0.736,False,1.0,False,42.04,1.0,False,33.35,94.63
1318,null_const_n10_th20,null_constant,18,30498043,10,1000,20.0,0.0,0.0,inf,False,1,0,120,105,False,0,,6.24,0.902,False,0.866,False,0.24,False,64.87,1.0,False,43.37,126.66
1319,null_const_n10_th20,null_constant,19,30505962,10,1000,20.0,0.0,0.0,inf,False,1,0,32,19,False,0,,6.95,1.0,False,0.501,False,1.0,False,33.6,1.0,False,33.81,86.97
1320,null_const_n10_th20,null_constant,20,30513881,10,1000,20.0,0.0,0.0,inf,False,1,0,37,29,False,0,,7.9,1.0,False,0.983,False,1.0,False,35.42,1.0,False,33.66,88.27
1321,null_const_n10_th20,null_constant,21,30521800,10,1000,20.0,0.0,0.0,inf,False,1,0,82,67,False,0,,6.1,0.501,False,0.078,False,1.0,False,48.14,1.0,False,38.7,105.79
1322,null_const_n10_th20,null_constant,22,30529719,10,1000,20.0,0.0,0.0,inf,False,1,0,50,9,False,0,,7.52,1.0,False,0.37,False,1.0,False,40.11,1.0,False,37.24,96.73
1323,null_const_n10_th20,null_constant,23,30537638,10,1000,20.0,0.0,0.0,inf,False,1,0,58,48,False,0,,9.89,1.0,False,0.265,False,1.0,False,38.84,1.0,False,39.02,101.27
1324,null_const_n10_th20,null_constant,24,30545557,10,1000,20.0,0.0,0.0,inf,False,1,0,35,4,False,0,,7.69,1.0,False,0.931,False,1.0,False,34.43,1.0,False,38.88,95.49
1325,null_const_n10_th20,null_constant,25,30553476,10,1000,20.0,0.0,0.0,inf,False,1,0,49,39,False,0,,10.66,1.0,False,0.505,False,1.0,False,39.19,1.0,False,35.25,98.48
1326,null_const_n10_th20,null_constant,26,30561395,10,1000,20.0,0.0,0.0,inf,False,1,0,34,25,False,0,,5.74,1.0,False,0.38,False,1.0,False,35.16,1.0,False,35.45,89.72
1327,null_const_n10_th20,null_constant,27,30569314,10,1000,20.0,0.0,0.0,inf,False,1,0,34,20,False,0,,6.34,1.0,False,0.232,False,1.0,False,32.14,1.0,False,35.15,86.02
1328,null_const_n10_th20,null_constant,28,30577233,10,1000,20.0,0.0,0.0,inf,False,1,0,53,16,False,0,,6.46,1.0,False,0.393,False,1.0,False,39.74,1.0,False,45.57,104.24
1329,null_const_n10_th20,null_constant,29,30585152,10,1000,20.0,0.0,0.0,inf,False,1,0,35,21,False,0,,5.41,1.0,False,0.623,False,1.0,False,35.92,1.0,False,43.57,97.38
1330,null_const_n10_th20,null_constant,30,30593071,10,1000,20.0,0.0,0.0,inf,False,1,0,26,11,False,0,,5.54,1.0,False,0.024,True,1.0,False,32.28,1.0,False,41.15,90.76
1331,null_const_n10_th20,null_constant,31,30600990,10,1000,20.0,0.0,0.0,inf,False,1,0,50,40,False,0,,5.59,1.0,False,0.818,False,1.0,False,37.05,1.0,False,37.26,90.78
1332,null_const_n10_th20,null_constant,32,30608909,10,1000,20.0,0.0,0.0,inf,False,1,0,46,35,False,0,,6.06,1.0,False,0.186,False,1.0,False,37.03,1.0,False,39.11,94.84
1333,null_const_n10_th20,null_constant,33,30616828,10,1000,20.0,0.0,0.0,inf,False,1,0,112,90,False,0,,6.28,1.0,False,0.09,False,1.0,False,58.99,1.0,False,33.34,109.44
1334,null_const_n10_th20,null_constant,34,30624747,10,1000,20.0,0.0,0.0,inf,False,1,0,42,26,False,0,,7.46,1.0,False,0.555,False,1.0,False,35.98,1.0,False,37.42,93.28
1335,null_const_n10_th20,null_constant,35,30632666,10,1000,20.0,0.0,0.0,inf,False,1,0,38,17,False,0,,9.33,1.0,False,0.173,False,1.0,False,33.81,1.0,False,36.67,91.59
1336,null_const_n10_th20,null_constant,36,30640585,10,1000,20.0,0.0,0.0,inf,False,1,0,13,10,False,0,,8.09,1.0,False,0.373,False,1.0,False,27.45,1.0,False,30.9,79.36
1337,null_const_n10_th20,null_constant,37,30648504,10,1000,20.0,0.0,0.0,inf,False,1,0,25,20,False,0,,5.93,1.0,False,0.76,False,1.0,False,32.01,1.0,False,33.02,84.12
1338,null_const_n10_th20,null_constant,38,30656423,10,1000,20.0,0.0,0.0,inf,False,1,0,56,14,False,0,,6.89,0.757,False,0.489,False,0.922,False,41.38,1.0,False,33.98,93.64
1339,null_const_n10_th20,null_constant,39,30664342,10,1000,20.0,0.0,0.0,inf,False,1,0,95,72,False,0,,7.81,0.159,False,0.561,False,0.15,False,50.98,1.0,False,33.18,104.07
1340,null_const_n10_th20,null_constant,40,30672261,10,1000,20.0,0.0,0.0,inf,False,1,0,59,46,False,0,,5.6,1.0,False,0.323,False,1.0,False,39.92,1.0,False,32.26,89.52
1341,null_const_n10_th20,null_constant,41,30680180,10,1000,20.0,0.0,0.0,inf,False,1,0,30,10,False,0,,5.55,0.5,False,0.139,False,0.066,False,33.5,1.0,False,34.14,84.35
1342,null_const_n10_th20,null_constant,42,30688099,10,1000,20.0,0.0,0.0,inf,False,1,0,45,28,False,0,,7.33,1.0,False,0.175,False,1.0,False,36.28,1.0,False,32.27,88.76
1343,null_const_n10_th20,null_constant,43,30696018,10,1000,20.0,0.0,0.0,inf,False,1,0,34,16,False,0,,6.33,1.0,False,0.801,False,1.0,False,34.1,1.0,False,35.11,86.2
1344,null_const_n10_th20,null_constant,44,30703937,10,1000,20.0,0.0,0.0,inf,False,1,0,40,9,False,0,,6.55,0.156,False,0.932,False,0.233,False,33.68,1.0,False,31.78,83.04
1345,null_const_n10_th20,null_constant,45,30711856,10,1000,20.0,0.0,0.0,inf,False,1,0,35,19,False,0,,6.54,1.0,False,0.986,False,1.0,False,33.73,1.0,False,33.66,84.36
1346,null_const_n10_th20,null_constant,46,30719775,10,1000,20.0,0.0,0.0,inf,False,1,0,27,6,False,0,,7.13,1.0,False,0.338,False,1.0,False,32.98,1.0,False,34.13,85.55
1347,null_const_n10_th20,null_constant,47,30727694,10,1000,20.0,0.0,0.0,inf,False,1,0,61,34,False,0,,7.47,1.0,False,0.3,False,1.0,False,40.89,1.0,False,34.46,94.17
1348,null_const_n10_th20,null_constant,48,30735613,10,1000,20.0,0.0,0.0,inf,False,1,0,60,51,False,0,,6.57,1.0,False,0.587,False,1.0,False,42.26,1.0,False,32.11,91.46
1349,null_const_n10_th20,null_constant,49,30743532,10,1000,20.0,0.0,0.0,inf,False,1,0,62,15,False,0,,7.51,0.791,False,0.192,False,0.466,False,40.99,1.0,False,34.09,94.83
1350,null_const_n50_th5,null_constant,0,30751451,50,1000,5.0,0.0,0.0,inf,False,1,0,20,14,False,0,,42.48,1.0,False,0.923,False,1.0,False,150.35,1.0,False,121.74,329.02
1351,null_const_n50_th5,null_constant,1,30759370,50,1000,5.0,0.0,0.0,inf,False,1,0,10,4,False,0,,39.35,1.0,False,1.0,False,1.0,False,75.47,1.0,False,83.06,210.65
1352,null_const_n50_th5,null_constant,2,30767289,50,1000,5.0,0.0,0.0,inf,False,1,0,36,29,False,0,,38.46,1.0,False,0.142,False,1.0,False,255.99,1.0,False,172.12,485.24
1353,null_const_n50_th5,null_constant,3,30775208,50,1000,5.0,0.0,0.0,inf,False,1,0,16,14,False,0,,44.14,1.0,False,0.716,False,1.0,False,126.61,1.0,False,111.2,295.26
1354,null_const_n50_th5,null_constant,4,30783127,50,1000,5.0,0.0,0.0,inf,False,1,0,13,12,False,0,,41.02,1.0,False,0.978,False,1.0,False,97.4,1.0,False,98.42,250.76
1355,null_const_n50_th5,null_constant,5,30791046,50,1000,5.0,0.0,0.0,inf,False,1,0,36,33,False,0,,42.85,1.0,False,0.951,False,1.0,False,259.37,1.0,False,168.33,484.77
1356,null_const_n50_th5,null_constant,6,30798965,50,1000,5.0,0.0,0.0,inf,False,1,0,20,12,False,0,,37.4,1.0,False,0.649,False,1.0,False,149.65,1.0,False,114.89,316.2
1357,null_const_n50_th5,null_constant,7,30806884,50,1000,5.0,0.0,0.0,inf,False,1,0,35,31,False,0,,40.15,1.0,False,0.399,False,1.0,False,254.06,1.0,False,158.1,465.38
1358,null_const_n50_th5,null_constant,8,30814803,50,1000,5.0,0.0,0.0,inf,False,1,0,34,29,False,0,,45.65,0.86,False,0.635,False,1.0,False,252.1,1.0,False,154.52,466.48
1359,null_const_n50_th5,null_constant,9,30822722,50,1000,5.0,0.0,0.0,inf,False,1,0,25,18,False,0,,44.63,1.0,False,0.738,False,1.0,False,194.74,1.0,False,129.8,382.96
1360,null_const_n50_th5,null_constant,10,30830641,50,1000,5.0,0.0,0.0,inf,False,1,0,48,45,False,0,,51.72,1.0,False,0.593,False,1.0,False,334.6,1.0,False,199.85,602.19
1361,null_const_n50_th5,null_constant,11,30838560,50,1000,5.0,0.0,0.0,inf,False,1,0,20,13,False,0,,47.36,1.0,False,0.683,False,1.0,False,156.41,1.0,False,116.03,334.22
1362,null_const_n50_th5,null_constant,12,30846479,50,1000,5.0,0.0,0.0,inf,False,1,0,10,9,False,0,,38.42,1.0,False,1.0,False,1.0,False,79.19,1.0,False,85.28,216.19
1363,null_const_n50_th5,null_constant,13,30854398,50,1000,5.0,0.0,0.0,inf,False,1,0,33,25,False,0,,42.25,1.0,False,0.809,False,1.0,False,236.5,1.0,False,163.56,460.4
1364,null_const_n50_th5,null_constant,14,30862317,50,1000,5.0,0.0,0.0,inf,False,1,0,30,24,False,0,,45.49,1.0,False,0.04,True,1.0,False,216.33,1.0,False,156.17,430.74
1365,null_const_n50_th5,null_constant,15,30870236,50,1000,5.0,0.0,0.0,inf,False,1,0,32,27,False,0,,38.0,1.0,False,0.84,False,1.0,False,225.55,1.0,False,160.23,438.69
1366,null_const_n50_th5,null_constant,16,30878155,50,1000,5.0,0.0,0.0,inf,False,1,0,42,35,False,0,,39.41,1.0,False,0.012,True,1.0,False,295.0,1.0,False,181.14,528.35
1367,null_const_n50_th5,null_constant,17,30886074,50,1000,5.0,0.0,0.0,inf,False,1,0,15,12,False,0,,47.15,1.0,False,0.785,False,1.0,False,116.38,1.0,False,112.41,294.72
1368,null_const_n50_th5,null_constant,18,30893993,50,1000,5.0,0.0,0.0,inf,False,1,0,22,14,False,0,,45.42,1.0,False,0.796,False,1.0,False,168.17,1.0,False,116.95,343.3
1369,null_const_n50_th5,null_constant,19,30901912,50,1000,5.0,0.0,0.0,inf,False,1,0,44,39,False,0,,37.9,0.253,False,0.873,False,0.716,False,311.88,1.0,False,193.04,557.39
1370,null_const_n50_th5,null_constant,20,30909831,50,1000,5.0,0.0,0.0,inf,False,1,0,40,36,False,0,,48.37,1.0,False,0.461,False,1.0,False,288.62,1.0,False,178.69,531.02
1371,null_const_n50_th5,null_constant,21,30917750,50,1000,5.0,0.0,0.0,inf,False,1,0,18,15,False,0,,33.93,1.0,False,0.407,False,1.0,False,143.67,1.0,False,118.62,308.18
1372,null_const_n50_th5,null_constant,22,30925669,50,1000,5.0,0.0,0.0,inf,False,1,0,18,13,False,0,,39.52,1.0,False,0.415,False,1.0,False,141.06,1.0,False,232.06,427.24
1373,null_const_n50_th5,null_constant,23,30933588,50,1000,5.0,0.0,0.0,inf,False,1,0,12,7,False,0,,34.87,1.0,False,0.386,False,1.0,False,94.83,1.0,False,92.24,234.23
1374,null_const_n50_th5,null_constant,24,30941507,50,1000,5.0,0.0,0.0,inf,False,1,0,28,12,False,0,,37.72,1.0,False,0.893,False,1.0,False,209.75,1.0,False,156.46,417.34
1375,null_const_n50_th5,null_constant,25,30949426,50,1000,5.0,0.0,0.0,inf,False,1,0,39,32,False,0,,41.36,1.0,False,0.298,False,1.0,False,285.04,1.0,False,187.17,528.37
1376,null_const_n50_th5,null_constant,26,30957345,50,1000,5.0,0.0,0.0,inf,False,1,0,18,18,False,0,,38.74,1.0,False,0.827,False,1.0,False,141.25,1.0,False,120.83,313.17
1377,null_const_n50_th5,null_constant,27,30965264,50,1000,5.0,0.0,0.0,inf,False,1,0,17,15,False,0,,40.78,1.0,False,0.283,False,1.0,False,132.21,1.0,False,110.73,296.78
1378,null_const_n50_th5,null_constant,28,30973183,50,1000,5.0,0.0,0.0,inf,False,1,0,25,13,False,0,,32.24,0.335,False,0.307,False,1.0,False,197.6,1.0,False,125.23,370.54
1379,null_const_n50_th5,null_constant,29,30981102,50,1000,5.0,0.0,0.0,inf,False,1,0,16,8,False,0,,45.16,1.0,False,0.676,False,1.0,False,129.79,1.0,False,100.21,286.76
1380,null_const_n50_th5,null_constant,30,30989021,50,1000,5.0,0.0,0.0,inf,False,1,0,14,12,False,0,,36.38,1.0,False,0.803,False,1.0,False,108.1,1.0,False,96.35,253.4
1381,null_const_n50_th5,null_constant,31,30996940,50,1000,5.0,0.0,0.0,inf,False,1,0,12,8,False,0,,42.58,1.0,False,0.974,False,1.0,False,92.44,1.0,False,95.72,243.97
1382,null_const_n50_th5,null_constant,32,31004859,50,1000,5.0,0.0,0.0,inf,False,1,0,14,8,False,0,,38.82,1.0,False,0.958,False,1.0,False,103.59,1.0,False,95.3,249.6
1383,null_const_n50_th5,null_constant,33,31012778,50,1000,5.0,0.0,0.0,inf,False,1,0,24,14,False,0,,36.79,1.0,False,0.985,False,1.0,False,187.41,1.0,False,126.93,364.11
1384,null_const_n50_th5,null_constant,34,31020697,50,1000,5.0,0.0,0.0,inf,False,1,0,19,15,False,0,,44.31,1.0,False,0.902,False,1.0,False,149.56,1.0,False,111.64,318.64
1385,null_const_n50_th5,null_constant,35,31028616,50,1000,5.0,0.0,0.0,inf,False,1,0,18,16,False,0,,37.51,1.0,False,0.99,False,1.0,False,139.02,1.0,False,114.95,305.28
1386,null_const_n50_th5,null_constant,36,31036535,50,1000,5.0,0.0,0.0,inf,False,1,0,19,16,False,0,,32.16,1.0,False,0.268,False,1.0,False,144.8,1.0,False,108.23,296.95
1387,null_const_n50_th5,null_constant,37,31044454,50,1000,5.0,0.0,0.0,inf,False,1,0,12,6,False,0,,33.76,1.0,False,0.321,False,1.0,False,95.29,1.0,False,89.13,230.76
1388,null_const_n50_th5,null_constant,38,31052373,50,1000,5.0,0.0,0.0,inf,False,1,0,24,18,False,0,,37.28,1.0,False,0.762,False,1.0,False,186.74,1.0,False,124.28,360.83
1389,null_const_n50_th5,null_constant,39,31060292,50,1000,5.0,0.0,0.0,inf,False,1,0,16,12,False,0,,36.96,1.0,False,0.85,False,1.0,False,127.43,1.0,False,103.7,279.2
1390,null_const_n50_th5,null_constant,40,31068211,50,1000,5.0,0.0,0.0,inf,False,1,0,12,8,False,0,,33.92,1.0,False,0.972,False,1.0,False,91.19,1.0,False,92.14,229.21
1391,null_const_n50_th5,null_constant,41,31076130,50,1000,5.0,0.0,0.0,inf,False,1,0,18,12,False,0,,38.14,1.0,False,0.881,False,1.0,False,143.8,1.0,False,106.61,301.76
1392,null_const_n50_th5,null_constant,42,31084049,50,1000,5.0,0.0,0.0,inf,False,1,0,15,9,False,0,,37.25,0.433,False,0.976,False,0.958,False,122.67,1.0,False,99.24,272.66
1393,null_const_n50_th5,null_constant,43,31091968,50,1000,5.0,0.0,0.0,inf,False,1,0,25,20,False,0,,35.53,1.0,False,0.865,False,1.0,False,186.96,1.0,False,135.63,370.59
1394,null_const_n50_th5,null_constant,44,31099887,50,1000,5.0,0.0,0.0,inf,False,1,0,26,23,False,0,,37.25,1.0,False,0.25,False,1.0,False,190.55,1.0,False,136.48,376.86
1395,null_const_n50_th5,null_constant,45,31107806,50,1000,5.0,0.0,0.0,inf,False,1,0,48,40,False,0,,51.16,1.0,False,0.738,False,1.0,False,330.54,1.0,False,193.9,588.42
1396,null_const_n50_th5,null_constant,46,31115725,50,1000,5.0,0.0,0.0,inf,False,1,0,35,26,False,0,,40.97,1.0,False,0.095,False,1.0,False,247.36,1.0,False,159.7,461.75
1397,null_const_n50_th5,null_constant,47,31123644,50,1000,5.0,0.0,0.0,inf,False,1,0,15,5,False,0,,37.28,1.0,False,0.645,False,1.0,False,114.12,1.0,False,99.66,264.16
1398,null_const_n50_th5,null_constant,48,31131563,50,1000,5.0,0.0,0.0,inf,False,1,0,46,37,False,0,,33.23,1.0,False,0.427,False,1.0,False,325.2,1.0,False,186.19,556.75
1399,null_const_n50_th5,null_constant,49,31139482,50,1000,5.0,0.0,0.0,inf,False,1,0,13,13,False,0,,37.1,1.0,False,0.292,False,1.0,False,99.13,1.0,False,96.64,245.15
1400,null_const_n50_th10,null_constant,0,31147401,50,1000,10.0,0.0,0.0,inf,False,1,0,38,31,False,0,,43.09,1.0,False,0.883,False,1.0,False,269.52,1.0,False,163.7,488.59
1401,null_const_n50_th10,null_constant,1,31155320,50,1000,10.0,0.0,0.0,inf,False,1,0,44,30,False,0,,41.55,1.0,False,0.999,False,1.0,False,302.47,1.0,False,187.34,546.32
1402,null_const_n50_th10,null_constant,2,31163239,50,1000,10.0,0.0,0.0,inf,False,1,0,37,25,False,0,,33.66,0.124,False,0.616,False,0.66,False,263.34,1.0,False,157.82,468.91
1403,null_const_n50_th10,null_constant,3,31171158,50,1000,10.0,0.0,0.0,inf,False,1,0,40,39,False,0,,35.53,1.0,False,0.695,False,1.0,False,279.84,1.0,False,180.12,509.15
1404,null_const_n50_th10,null_constant,4,31179077,50,1000,10.0,0.0,0.0,inf,False,1,0,33,24,False,0,,38.68,1.0,False,0.452,False,1.0,False,231.51,1.0,False,150.09,432.67
1405,null_const_n50_th10,null_constant,5,31186996,50,1000,10.0,0.0,0.0,inf,False,1,0,42,23,False,0,,35.45,1.0,False,0.505,False,1.0,False,293.67,1.0,False,165.71,507.32
1406,null_const_n50_th10,null_constant,6,31194915,50,1000,10.0,0.0,0.0,inf,False,1,0,55,48,False,0,,40.05,0.238,False,0.945,False,1.0,False,379.63,1.0,False,217.69,650.95
1407,null_const_n50_th10,null_constant,7,31202834,50,1000,10.0,0.0,0.0,inf,False,1,0,46,33,False,0,,40.84,1.0,False,0.96,False,1.0,False,318.47,1.0,False,178.86,554.26
1408,null_const_n50_th10,null_constant,8,31210753,50,1000,10.0,0.0,0.0,inf,False,1,0,32,22,False,0,,34.0,1.0,False,0.682,False,1.0,False,224.81,1.0,False,158.15,429.36
1409,null_const_n50_th10,null_constant,9,31218672,50,1000,10.0,0.0,0.0,inf,False,1,0,53,39,False,0,,40.6,1.0,False,0.981,False,1.0,False,365.62,1.0,False,218.83,637.72
1410,null_const_n50_th10,null_constant,10,31226591,50,1000,10.0,0.0,0.0,inf,False,1,0,39,27,False,0,,34.54,0.842,False,0.638,False,1.0,False,278.09,1.0,False,174.69,500.11
1411,null_const_n50_th10,null_constant,11,31234510,50,1000,10.0,0.0,0.0,inf,False,1,0,30,14,False,0,,36.7,1.0,False,0.401,False,1.0,False,215.7,1.0,False,143.81,408.23
1412,null_const_n50_th10,null_constant,12,31242429,50,1000,10.0,0.0,0.0,inf,False,1,0,45,34,False,0,,30.2,1.0,False,0.263,False,1.0,False,313.04,1.0,False,200.39,555.82
1413,null_const_n50_th10,null_constant,13,31250348,50,1000,10.0,0.0,0.0,inf,False,1,0,26,17,False,0,,39.11,1.0,False,0.367,False,1.0,False,195.32,1.0,False,137.89,385.29
1414,null_const_n50_th10,null_constant,14,31258267,50,1000,10.0,0.0,0.0,inf,False,1,0,69,49,False,0,,38.63,0.241,False,0.907,False,1.0,False,463.27,1.0,False,241.27,757.09
1415,null_const_n50_th10,null_constant,15,31266186,50,1000,10.0,0.0,0.0,inf,False,1,0,40,32,False,0,,42.88,1.0,False,0.27,False,1.0,False,290.63,1.0,False,179.2,526.24
1416,null_const_n50_th10,null_constant,16,31274105,50,1000,10.0,0.0,0.0,inf,False,1,0,83,74,False,0,,41.5,1.0,False,0.464,False,1.0,False,549.36,1.0,False,285.4,890.11
1417,null_const_n50_th10,null_constant,17,31282024,50,1000,10.0,0.0,0.0,inf,False,1,0,36,26,False,0,,39.67,1.0,False,0.645,False,1.0,False,255.78,1.0,False,163.62,472.56
1418,null_const_n50_th10,null_constant,18,31289943,50,1000,10.0,0.0,0.0,inf,False,1,0,23,17,False,0,,33.46,1.0,False,0.719,False,1.0,False,170.38,1.0,False,123.91,340.68
1419,null_const_n50_th10,null_constant,19,31297862,50,1000,10.0,0.0,0.0,inf,False,1,0,46,33,False,0,,35.04,1.0,False,0.283,False,1.0,False,315.4,1.0,False,185.95,550.11
1420,null_const_n50_th10,null_constant,20,31305781,50,1000,10.0,0.0,0.0,inf,False,1,0,45,35,False,0,,33.03,1.0,False,0.867,False,1.0,False,306.03,1.0,False,193.19,544.91
1421,null_const_n50_th10,null_constant,21,31313700,50,1000,10.0,0.0,0.0,inf,False,1,0,43,23,False,0,,33.93,1.0,False,0.574,False,1.0,False,298.9,1.0,False,177.93,522.9
1422,null_const_n50_th10,null_constant,22,31321619,50,1000,10.0,0.0,0.0,inf,False,1,0,75,63,False,0,,35.55,0.0135,True,0.965,False,0.342,False,495.28,1.0,False,295.39,838.62
1423,null_const_n50_th10,null_constant,23,31329538,50,1000,10.0,0.0,0.0,inf,False,1,0,65,55,False,0,,32.93,1.0,False,0.683,False,1.0,False,433.6,1.0,False,257.46,736.42
1424,null_const_n50_th10,null_constant,24,31337457,50,1000,10.0,0.0,0.0,inf,False,1,0,58,36,False,0,,31.59,1.0,False,0.115,False,1.0,False,387.6,1.0,False,225.16,659.53
