genome_idx,true_bp_num,noise_lv,rh_ok,rh_pred_cand,m0,m1,m2,delta_1,delta_2,pred_bp_num,is_recombinant_true,is_recombinant_pred,correct_model,pred_bp1,ci1_left,ci1_right,pred_bp2,ci2_left,ci2_right,bp1_in_interval,bp2_in_interval,both_in_interval,spatial_err_bp1,spatial_err_bp2,mean_spatial_err_nt,runtime_ms
4822,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,9018.0,8985.0,9051.0,12104.0,11331.0,12878.0,True,True,True,0.0,0.0,0.0,2.21
4823,2,5,True,BA.2 + AY.45 + BA.2,72,75,84,3,9,2,True,True,True,26642.0,26576.0,26707.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.15
4824,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,16088.0,15713.0,16464.0,23001.0,22991.0,23011.0,True,True,True,0.0,0.0,0.0,2.13
4825,2,5,True,BA.2 + AY.45 + BA.2,80,79,84,-1,4,2,True,True,True,10824.0,10448.0,11199.0,14630.0,13811.0,15449.0,True,True,True,0.0,0.0,0.0,2.11
4826,2,5,True,BA.2 + AY.45 + BA.2,79,78,84,-1,5,2,True,True,True,4251.0,4183.0,4319.0,9197.0,9052.0,9342.0,True,True,True,0.0,0.0,0.0,2.09
4827,2,5,True,BA.2 + AY.45 + BA.2,71,74,84,3,10,2,True,True,True,26164.0,26059.0,26268.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.1
4828,2,5,True,BA.2 + AY.45 + BA.2,59,58,84,-1,25,2,True,True,True,11265.0,11200.0,11330.0,23001.0,22991.0,23011.0,True,True,True,0.0,0.0,0.0,2.14
4829,2,5,True,BA.2 + AY.45 + BA.2,24,74,84,50,10,2,True,True,True,10030.0,9865.0,10196.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.08
4830,2,5,True,BA.2 + AY.45 + BA.2,49,48,84,-1,35,2,True,True,True,4251.0,4183.0,4319.0,22846.0,22812.0,22880.0,True,True,True,0.0,0.0,0.0,2.07
4831,2,5,True,BA.2 + AY.45 + BA.2,58,60,84,2,24,2,True,True,True,22675.0,22673.0,22677.0,25820.0,25583.0,26058.0,True,True,True,0.0,0.0,0.0,2.07
4832,2,5,True,BA.2 + AY.45 + BA.2,51,53,84,2,31,2,True,True,True,13344.0,12879.0,13810.0,24178.0,23947.0,24408.0,True,True,True,0.0,0.0,0.0,2.06
4833,2,5,True,BA.2 + AY.45 + BA.2,79,78,84,-1,5,2,True,True,True,17785.0,17409.0,18161.0,21801.0,21617.0,21985.0,True,True,True,0.0,0.0,0.0,2.09
4834,2,5,True,BA.2 + AY.45 + BA.2,33,59,84,26,25,2,True,True,True,8054.0,7123.0,8984.0,25525.0,25468.0,25582.0,True,True,True,0.0,0.0,0.0,2.08
4835,2,5,True,BA.2 + AY.45 + BA.2,71,74,84,3,10,2,True,True,True,26164.0,26059.0,26268.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.44
4836,2,5,True,BA.2 + AY.45 + BA.2,47,57,84,10,27,2,True,True,True,13344.0,12879.0,13810.0,25205.0,24999.0,25411.0,True,True,True,0.0,0.0,0.0,2.41
4837,2,5,True,BA.2 + AY.45 + BA.2,66,65,84,-1,18,2,True,True,True,10446.0,10446.0,10447.0,22675.0,22673.0,22677.0,True,True,True,0.0,0.0,0.0,2.42
4838,2,5,True,BA.2 + AY.45 + BA.2,68,74,84,6,10,2,True,True,True,25440.0,25412.0,25467.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.41
4839,2,5,True,BA.2 + AY.45 + BA.2,71,74,84,3,10,2,True,True,True,26164.0,26059.0,26268.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.31
4840,2,5,True,BA.2 + AY.45 + BA.2,59,58,84,-1,25,2,True,True,True,15581.0,15450.0,15712.0,23068.0,23062.0,23073.0,True,True,True,0.0,0.0,0.0,2.16
4841,2,5,True,BA.2 + AY.45 + BA.2,41,70,84,29,14,2,True,True,True,19586.0,19219.0,19953.0,27510.0,27383.0,27636.0,True,True,True,0.0,0.0,0.0,2.12
4842,2,5,True,BA.2 + AY.45 + BA.2,32,74,84,42,10,2,True,True,True,15581.0,15450.0,15712.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.11
4843,2,5,True,BA.2 + AY.45 + BA.2,48,50,84,2,34,2,True,True,True,10030.0,9865.0,10196.0,23600.0,23598.0,23602.0,True,True,True,0.0,0.0,0.0,2.18
4844,2,5,True,BA.2 + AY.45 + BA.2,76,75,84,-1,8,2,True,True,True,4251.0,4183.0,4319.0,9698.0,9533.0,9864.0,True,True,True,0.0,0.0,0.0,2.21
4845,2,5,True,BA.2 + AY.45 + BA.2,72,71,84,-1,12,2,True,True,True,5400.0,4401.0,6400.0,11265.0,11200.0,11330.0,True,True,True,0.0,0.0,0.0,2.22
4846,2,5,True,BA.2 + AY.45 + BA.2,81,80,84,-1,3,2,True,True,True,6762.0,6401.0,7122.0,9197.0,9052.0,9342.0,True,True,True,0.0,0.0,0.0,2.15
4847,2,5,True,BA.2 + AY.45 + BA.2,80,79,84,-1,4,2,True,True,True,20004.0,19954.0,20053.0,22388.0,22199.0,22576.0,True,True,True,0.0,0.0,0.0,2.15
4848,2,5,True,BA.2 + AY.45 + BA.2,50,49,84,-1,34,2,True,True,True,9018.0,8985.0,9051.0,23001.0,22991.0,23011.0,True,True,True,0.0,0.0,0.0,2.13
4849,2,5,True,BA.2 + AY.45 + BA.2,79,78,84,-1,5,2,True,True,True,29746.0,29741.0,29750.0,26518.0,26460.0,26575.0,False,False,False,1994.0,1730.0,1862.0,2.21
4850,2,5,True,BA.2 + AY.45 + BA.2,49,65,84,16,19,2,True,True,True,21801.0,21617.0,21985.0,26811.0,26766.0,26856.0,True,True,True,0.0,0.0,0.0,2.07
4851,2,5,True,BA.2 + AY.45 + BA.2,52,63,84,11,21,2,True,True,True,22092.0,21986.0,22198.0,26642.0,26576.0,26707.0,True,True,True,0.0,0.0,0.0,2.04
4852,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,10030.0,9865.0,10196.0,13344.0,12879.0,13810.0,True,True,True,0.0,0.0,0.0,2.23
4853,2,5,True,BA.2 + AY.45 + BA.2,70,69,84,-1,14,2,True,True,True,17785.0,17409.0,18161.0,22798.0,22785.0,22811.0,True,True,True,0.0,0.0,0.0,2.52
4854,2,5,True,BA.2 + AY.45 + BA.2,62,73,84,11,11,2,True,True,True,23728.0,23603.0,23852.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.48
4855,2,5,True,BA.2 + AY.45 + BA.2,57,56,84,-1,27,2,True,True,True,9478.0,9423.0,9532.0,22798.0,22785.0,22811.0,True,True,True,0.0,0.0,0.0,2.43
4856,2,5,True,BA.2 + AY.45 + BA.2,71,70,84,-1,13,2,True,True,True,21801.0,21617.0,21985.0,23001.0,22991.0,23011.0,True,True,True,0.0,0.0,0.0,2.47
4857,2,5,True,BA.2 + AY.45 + BA.2,76,75,84,-1,8,2,True,True,True,5400.0,4401.0,6400.0,10030.0,9865.0,10196.0,True,True,True,0.0,0.0,0.0,2.16
4858,2,5,False,BA.2,53,74,84,21,10,2,True,True,True,23001.0,22991.0,23011.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.12
4859,2,5,True,BA.2 + AY.45 + BA.2,76,75,84,-1,8,2,True,True,True,10321.0,10197.0,10445.0,16088.0,15713.0,16464.0,True,True,True,0.0,0.0,0.0,2.1
4860,2,5,True,BA.2 + AY.45 + BA.2,56,55,84,-1,28,2,True,True,True,11265.0,11200.0,11330.0,23058.0,23054.0,23061.0,True,True,True,0.0,0.0,0.0,2.1
4861,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,26164.0,26059.0,26268.0,27778.0,27751.0,27805.0,True,True,True,0.0,0.0,0.0,2.13
4862,2,5,True,BA.2 + AY.45 + BA.2,44,49,84,5,35,2,True,True,True,9018.0,8985.0,9051.0,23560.0,23524.0,23597.0,True,True,True,0.0,0.0,0.0,2.11
4863,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,24178.0,23947.0,24408.0,26736.0,26708.0,26765.0,True,True,True,0.0,0.0,0.0,2.09
4864,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,10321.0,10197.0,10445.0,22681.0,22678.0,22684.0,True,True,True,0.0,0.0,0.0,2.06
4865,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,25820.0,25583.0,26058.0,27694.0,27637.0,27750.0,True,True,True,0.0,0.0,0.0,2.05
4866,2,5,True,BA.2 + AY.45 + BA.2,67,66,84,-1,17,2,True,True,True,22681.0,22678.0,22684.0,23900.0,23853.0,23946.0,True,True,True,0.0,0.0,0.0,2.09
4867,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,29148.0,28915.0,29380.0,25966.0,25873.0,26058.0,False,False,False,1510.0,1786.0,1648.0,2.06
4868,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,10321.0,10197.0,10445.0,14630.0,13811.0,15449.0,True,True,True,0.0,0.0,0.0,2.05
4869,2,5,True,BA.2 + AY.45 + BA.2,81,80,84,-1,3,2,True,True,True,5400.0,4401.0,6400.0,9018.0,8985.0,9051.0,True,True,True,0.0,0.0,0.0,2.11
4870,2,5,True,BA.2 + AY.45 + BA.2,29,60,84,31,24,2,True,True,True,4251.0,4183.0,4319.0,25820.0,25583.0,26058.0,True,True,True,0.0,0.0,0.0,2.04
4871,2,5,True,BA.2 + AY.45 + BA.2,45,65,84,20,19,2,True,True,True,18690.0,18162.0,19218.0,26811.0,26766.0,26856.0,True,True,True,0.0,0.0,0.0,2.07
4872,2,5,True,BA.2 + AY.45 + BA.2,60,59,84,-1,24,2,True,True,True,9382.0,9343.0,9422.0,22681.0,22678.0,22684.0,True,True,True,0.0,0.0,0.0,2.11
4873,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,4251.0,4183.0,4319.0,9382.0,9343.0,9422.0,True,True,True,0.0,0.0,0.0,2.14
4874,2,5,True,BA.2 + AY.45 + BA.2,61,74,84,13,10,2,True,True,True,23728.0,23603.0,23852.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.12
4875,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,24416.0,24409.0,24422.0,25820.0,25583.0,26058.0,True,True,True,0.0,0.0,0.0,2.27
4876,2,5,True,BA.2 + AY.45 + BA.2,62,61,84,-1,22,2,True,True,True,10030.0,9865.0,10196.0,22686.0,22685.0,22686.0,True,True,True,0.0,0.0,0.0,2.53
4877,2,5,True,BA.2 + AY.45 + BA.2,29,76,84,47,8,2,True,True,True,14630.0,13811.0,15449.0,28384.0,28310.0,28459.0,True,True,True,0.0,0.0,0.0,2.48
4878,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,6762.0,6401.0,7122.0,10824.0,10448.0,11199.0,True,True,True,0.0,0.0,0.0,2.58
4879,2,5,True,BA.2 + AY.45 + BA.2,49,54,84,5,30,2,True,True,True,12104.0,11331.0,12878.0,24416.0,24409.0,24422.0,True,True,True,0.0,0.0,0.0,2.53
4880,2,5,True,BA.2 + AY.45 + BA.2,63,72,84,9,12,2,True,True,True,23728.0,23603.0,23852.0,27778.0,27751.0,27805.0,True,True,True,0.0,0.0,0.0,2.15
4881,2,5,True,BA.2 + AY.45 + BA.2,61,60,84,-1,23,2,True,True,True,4251.0,4183.0,4319.0,20004.0,19954.0,20053.0,True,True,True,0.0,0.0,0.0,2.16
4882,2,5,True,BA.2 + AY.45 + BA.2,83,82,84,-1,1,0,True,False,False,,,,,,,False,False,False,,,,2.28
4883,2,5,False,BA.2,50,75,84,25,9,2,True,True,True,22898.0,22881.0,22915.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.67
4884,2,5,True,BA.2 + AY.45 + BA.2,71,70,84,-1,13,2,True,True,True,9197.0,9052.0,9342.0,16088.0,15713.0,16464.0,True,True,True,0.0,0.0,0.0,2.23
4885,2,5,True,BA.2 + AY.45 + BA.2,69,75,84,6,9,2,True,True,True,25820.0,25583.0,26058.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.14
4886,2,5,True,BA.2 + AY.45 + BA.2,66,70,84,4,14,2,True,True,True,23900.0,23853.0,23946.0,27510.0,27383.0,27636.0,True,True,True,0.0,0.0,0.0,2.01
4887,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,6762.0,6401.0,7122.0,11265.0,11200.0,11330.0,True,True,True,0.0,0.0,0.0,2.0
4888,2,5,True,BA.2 + AY.45 + BA.2,49,66,84,17,18,2,True,True,True,22092.0,21986.0,22198.0,27057.0,26857.0,27257.0,True,True,True,0.0,0.0,0.0,2.03
4889,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,8054.0,7123.0,8984.0,11265.0,11200.0,11330.0,True,True,True,0.0,0.0,0.0,2.04
4890,2,5,True,BA.2 + AY.45 + BA.2,57,64,84,7,20,2,True,True,True,22730.0,22687.0,22773.0,26736.0,26708.0,26765.0,True,True,True,0.0,0.0,0.0,2.06
4891,2,5,True,BA.2 + AY.45 + BA.2,41,73,84,32,11,2,True,True,True,21801.0,21617.0,21985.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.05
4892,2,5,True,BA.2 + AY.45 + BA.2,49,59,84,10,25,2,True,True,True,16936.0,16465.0,17408.0,25525.0,25468.0,25582.0,True,True,True,0.0,0.0,0.0,2.16
4893,2,5,True,BA.2 + AY.45 + BA.2,46,75,84,29,9,2,True,True,True,22730.0,22687.0,22773.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.56
4894,2,5,True,BA.2 + AY.45 + BA.2,79,78,84,-1,5,2,True,True,True,4251.0,4183.0,4319.0,9197.0,9052.0,9342.0,True,True,True,0.0,0.0,0.0,2.6
4895,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,23046.0,23039.0,23053.0,22522.0,22468.0,22576.0,True,False,False,0.0,1888.0,944.0,2.26
4896,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,14630.0,13811.0,15449.0,19586.0,19219.0,19953.0,True,True,True,0.0,0.0,0.0,2.14
4897,2,5,True,BA.2 + AY.45 + BA.2,42,53,84,11,31,2,True,True,True,9382.0,9343.0,9422.0,24178.0,23947.0,24408.0,True,True,True,0.0,0.0,0.0,2.26
4898,2,5,True,BA.2 + AY.45 + BA.2,70,69,84,-1,14,2,True,True,True,12104.0,11331.0,12878.0,22624.0,22577.0,22672.0,True,True,True,0.0,0.0,0.0,2.56
4899,2,5,True,BA.2 + AY.45 + BA.2,40,71,84,31,13,2,True,True,True,19586.0,19219.0,19953.0,27694.0,27637.0,27750.0,True,True,True,0.0,0.0,0.0,2.51
4900,2,5,True,BA.2 + AY.45 + BA.2,50,76,84,26,8,2,True,True,True,22953.0,22916.0,22990.0,28384.0,28310.0,28459.0,True,True,True,0.0,0.0,0.0,2.43
4901,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,4251.0,4183.0,4319.0,10321.0,10197.0,10445.0,True,True,True,0.0,0.0,0.0,2.2
4902,2,5,True,BA.2 + AY.45 + BA.2,75,75,84,0,9,2,True,True,True,27057.0,26857.0,27257.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.17
4903,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,26642.0,26576.0,26707.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.16
4904,2,5,True,BA.2 + AY.45 + BA.2,76,75,84,-1,8,2,True,True,True,27057.0,26857.0,27257.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.16
4905,2,5,True,BA.2 + AY.45 + BA.2,71,70,84,-1,13,2,True,True,True,16088.0,15713.0,16464.0,22686.0,22685.0,22686.0,True,True,True,0.0,0.0,0.0,2.16
4906,2,5,True,BA.2 + AY.45 + BA.2,69,71,84,2,13,2,True,True,True,24733.0,24468.0,24998.0,27694.0,27637.0,27750.0,True,True,True,0.0,0.0,0.0,2.14
4907,2,5,True,BA.2 + AY.45 + BA.2,33,62,84,29,22,2,True,True,True,9382.0,9343.0,9422.0,26422.0,26269.0,26575.0,True,True,True,0.0,0.0,0.0,2.12
4908,2,5,True,BA.2 + AY.45 + BA.2,40,61,84,21,23,2,True,True,True,10824.0,10448.0,11199.0,26164.0,26059.0,26268.0,True,True,True,0.0,0.0,0.0,2.11
4909,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,23298.0,23074.0,23523.0,25525.0,25468.0,25582.0,True,True,True,0.0,0.0,0.0,2.1
4910,2,5,True,BA.2 + AY.45 + BA.2,63,62,84,-1,21,2,True,True,True,22388.0,22199.0,22576.0,24178.0,23947.0,24408.0,True,True,True,0.0,0.0,0.0,2.09
4911,2,5,True,BA.2 + AY.45 + BA.2,57,56,84,-1,27,2,True,True,True,15581.0,15450.0,15712.0,23560.0,23524.0,23597.0,True,True,True,0.0,0.0,0.0,2.1
4912,2,5,True,BA.2 + AY.45 + BA.2,75,74,84,-1,9,2,True,True,True,10446.0,10446.0,10447.0,17785.0,17409.0,18161.0,True,True,True,0.0,0.0,0.0,2.1
4913,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,9382.0,9343.0,9422.0,22092.0,21986.0,22198.0,True,True,True,0.0,0.0,0.0,2.16
4914,2,5,True,BA.2 + AY.45 + BA.2,33,63,84,30,21,2,True,True,True,9478.0,9423.0,9532.0,26642.0,26576.0,26707.0,True,True,True,0.0,0.0,0.0,2.06
4915,2,5,True,BA.2 + AY.45 + BA.2,71,70,84,-1,13,2,True,True,True,22898.0,22881.0,22915.0,24416.0,24409.0,24422.0,True,True,True,0.0,0.0,0.0,2.36
4916,2,5,True,BA.2 + AY.45 + BA.2,66,73,84,7,11,2,True,True,True,24445.0,24423.0,24467.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.53
4917,2,5,True,BA.2 + AY.45 + BA.2,72,71,84,-1,12,2,True,True,True,23728.0,23603.0,23852.0,26642.0,26576.0,26707.0,True,True,True,0.0,0.0,0.0,2.49
4918,2,5,True,BA.2 + AY.45 + BA.2,49,48,84,-1,35,2,True,True,True,9698.0,9533.0,9864.0,23298.0,23074.0,23523.0,True,True,True,0.0,0.0,0.0,2.47
4919,2,5,True,BA.2 + AY.45 + BA.2,56,55,84,-1,28,2,True,True,True,13344.0,12879.0,13810.0,23298.0,23074.0,23523.0,True,True,True,0.0,0.0,0.0,2.4
4920,2,5,True,BA.2 + AY.45 + BA.2,66,65,84,-1,18,2,True,True,True,19586.0,19219.0,19953.0,23046.0,23039.0,23053.0,True,True,True,0.0,0.0,0.0,2.24
4921,2,5,True,BA.2 + AY.45 + BA.2,53,52,84,-1,31,2,True,True,True,11265.0,11200.0,11330.0,23560.0,23524.0,23597.0,True,True,True,0.0,0.0,0.0,2.15
4922,2,5,True,BA.2 + AY.45 + BA.2,66,65,84,-1,18,2,True,True,True,21801.0,21617.0,21985.0,23298.0,23074.0,23523.0,True,True,True,0.0,0.0,0.0,2.19
4923,2,5,True,BA.2 + AY.45 + BA.2,62,61,84,-1,22,2,True,True,True,10030.0,9865.0,10196.0,22686.0,22685.0,22686.0,True,True,True,0.0,0.0,0.0,2.17
4924,2,5,True,BA.2 + AY.45 + BA.2,62,61,84,-1,22,2,True,True,True,18690.0,18162.0,19218.0,23298.0,23074.0,23523.0,True,True,True,0.0,0.0,0.0,2.1
4925,2,5,True,BA.2 + AY.45 + BA.2,62,61,84,-1,22,2,True,True,True,10030.0,9865.0,10196.0,22686.0,22685.0,22686.0,True,True,True,0.0,0.0,0.0,2.14
4926,2,5,True,BA.2 + AY.45 + BA.2,73,72,84,-1,11,2,True,True,True,4251.0,4183.0,4319.0,10446.0,10446.0,10447.0,True,True,True,0.0,0.0,0.0,2.16
4927,2,5,True,BA.2 + AY.45 + BA.2,54,62,84,8,22,2,True,True,True,22388.0,22199.0,22576.0,26422.0,26269.0,26575.0,True,True,True,0.0,0.0,0.0,2.17
4928,2,5,True,BA.2 + AY.45 + BA.2,60,59,84,-1,24,2,True,True,True,20004.0,19954.0,20053.0,23900.0,23853.0,23946.0,True,True,True,0.0,0.0,0.0,2.18
4929,2,5,True,BA.2 + AY.45 + BA.2,57,56,84,-1,27,2,True,True,True,10030.0,9865.0,10196.0,22898.0,22881.0,22915.0,True,True,True,0.0,0.0,0.0,2.19
4930,2,5,True,BA.2 + AY.45 + BA.2,56,55,84,-1,28,2,True,True,True,9197.0,9052.0,9342.0,22779.0,22774.0,22784.0,True,True,True,0.0,0.0,0.0,2.17
4931,2,5,True,BA.2 + AY.45 + BA.2,74,73,84,-1,10,2,True,True,True,6762.0,6401.0,7122.0,10824.0,10448.0,11199.0,True,True,True,0.0,0.0,0.0,2.15
4932,2,5,True,BA.2 + AY.45 + BA.2,79,78,84,-1,5,2,True,True,True,29148.0,28915.0,29380.0,25932.0,25806.0,26058.0,False,False,False,1510.0,1820.0,1665.0,2.17
4933,2,5,True,BA.2 + AY.45 + BA.2,75,74,83,-1,8,2,True,True,True,23058.0,23054.0,23061.0,22500.0,22423.0,22576.0,True,False,False,0.0,1910.0,955.0,2.55
4934,2,5,True,BA.2 + AY.45 + BA.2,34,74,84,40,10,2,True,True,True,16936.0,16465.0,17408.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.44
4935,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,21801.0,21617.0,21985.0,23600.0,23598.0,23602.0,True,True,True,0.0,0.0,0.0,2.45
4936,2,5,True,BA.2 + AY.45 + BA.2,72,71,84,-1,12,2,True,True,True,10446.0,10446.0,10447.0,20004.0,19954.0,20053.0,True,True,True,0.0,0.0,0.0,2.45
4937,2,5,True,BA.2 + AY.45 + BA.2,59,73,84,14,11,2,True,True,True,23298.0,23074.0,23523.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.24
4938,2,5,True,BA.2 + AY.45 + BA.2,57,75,84,18,9,2,True,True,True,23298.0,23074.0,23523.0,28290.0,28270.0,28309.0,True,True,True,0.0,0.0,0.0,2.2
4939,2,5,True,BA.2 + AY.45 + BA.2,51,74,84,23,10,2,True,True,True,22898.0,22881.0,22915.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.16
4940,2,5,True,BA.2 + AY.45 + BA.2,81,80,84,-1,3,2,True,True,True,6762.0,6401.0,7122.0,9197.0,9052.0,9342.0,True,True,True,0.0,0.0,0.0,2.21
4941,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,14630.0,13811.0,15449.0,22898.0,22881.0,22915.0,True,True,True,0.0,0.0,0.0,2.13
4942,2,5,True,BA.2 + AY.45 + BA.2,75,74,84,-1,9,2,True,True,True,10824.0,10448.0,11199.0,18690.0,18162.0,19218.0,True,True,True,0.0,0.0,0.0,2.16
4943,2,5,True,BA.2 + AY.45 + BA.2,63,62,84,-1,21,2,True,True,True,4251.0,4183.0,4319.0,18690.0,18162.0,19218.0,True,True,True,0.0,0.0,0.0,2.18
4944,2,5,True,BA.2 + AY.45 + BA.2,81,80,84,-1,3,2,True,True,True,29746.0,29741.0,29750.0,26422.0,26270.0,26575.0,False,False,False,1994.0,1452.0,1723.0,2.16
4945,2,5,True,BA.2 + AY.45 + BA.2,58,72,84,14,12,2,True,True,True,23058.0,23054.0,23061.0,27778.0,27751.0,27805.0,True,True,True,0.0,0.0,0.0,2.14
4946,2,5,True,BA.2 + AY.45 + BA.2,23,76,84,53,8,2,True,True,True,10321.0,10197.0,10445.0,28384.0,28310.0,28459.0,True,True,True,0.0,0.0,0.0,2.15
4947,2,5,True,BA.2 + AY.45 + BA.2,75,74,84,-1,9,2,True,True,True,4251.0,4183.0,4319.0,10030.0,9865.0,10196.0,True,True,True,0.0,0.0,0.0,2.19
4948,2,5,True,BA.2 + AY.45 + BA.2,75,74,84,-1,9,2,True,True,True,10030.0,9865.0,10196.0,16088.0,15713.0,16464.0,True,True,True,0.0,0.0,0.0,2.14
4949,2,5,True,BA.2 + AY.45 + BA.2,69,70,84,1,14,2,True,True,True,24445.0,24423.0,24467.0,27510.0,27383.0,27636.0,True,True,True,0.0,0.0,0.0,2.09
4950,2,5,True,BA.2 + AY.45 + BA.2,72,71,84,-1,12,2,True,True,True,23560.0,23524.0,23597.0,26164.0,26059.0,26268.0,True,True,True,0.0,0.0,0.0,2.18
4951,2,5,True,BA.2 + AY.45 + BA.2,54,53,84,-1,30,2,True,True,True,9698.0,9533.0,9864.0,23001.0,22991.0,23011.0,True,True,True,0.0,0.0,0.0,2.46
4952,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,20004.0,19954.0,20053.0,22675.0,22673.0,22677.0,True,True,True,0.0,0.0,0.0,2.51
4953,2,5,True,BA.2 + AY.45 + BA.2,71,72,84,1,12,2,True,True,True,25525.0,25468.0,25582.0,27778.0,27751.0,27805.0,True,True,True,0.0,0.0,0.0,2.5
4954,2,5,True,BA.2 + AY.45 + BA.2,67,66,84,-1,17,2,True,True,True,23058.0,23054.0,23061.0,26642.0,26576.0,26707.0,True,True,True,0.0,0.0,0.0,2.42
4955,2,5,True,BA.2 + AY.45 + BA.2,56,55,84,-1,28,2,True,True,True,5400.0,4401.0,6400.0,22675.0,22673.0,22677.0,True,True,True,0.0,0.0,0.0,2.16
4956,2,5,True,BA.2 + AY.45 + BA.2,78,77,84,-1,6,2,True,True,True,23560.0,23524.0,23597.0,22522.0,22468.0,22576.0,True,False,False,0.0,1888.0,944.0,2.17
4957,2,5,True,BA.2 + AY.45 + BA.2,77,76,84,-1,7,2,True,True,True,28319.0,27258.0,29380.0,28071.0,27873.0,28269.0,True,True,True,0.0,0.0,0.0,2.1
4958,2,5,True,BA.2 + AY.45 + BA.2,61,60,84,-1,23,2,True,True,True,9018.0,8985.0,9051.0,22388.0,22199.0,22576.0,True,True,True,0.0,0.0,0.0,2.15
4959,2,5,True,BA.2 + AY.45 + BA.2,64,63,84,-1,20,2,True,True,True,14630.0,13811.0,15449.0,22898.0,22881.0,22915.0,True,True,True,0.0,0.0,0.0,2.13
4960,2,5,True,BA.2 + AY.45 + BA.2,54,53,84,-1,30,2,True,True,True,4251.0,4183.0,4319.0,22681.0,22678.0,22684.0,True,True,True,0.0,0.0,0.0,2.15
4961,2,5,True,BA.2 + AY.45 + BA.2,69,72,84,3,12,2,True,True,True,25205.0,24999.0,25411.0,27778.0,27751.0,27805.0,True,True,True,0.0,0.0,0.0,2.11
4962,2,5,True,BA.2 + AY.45 + BA.2,46,54,84,8,30,2,True,True,True,10446.0,10446.0,10447.0,24416.0,24409.0,24422.0,True,True,True,0.0,0.0,0.0,2.03
4963,2,5,True,BA.2 + AY.45 + BA.2,62,73,84,11,11,2,True,True,True,23728.0,23603.0,23852.0,27839.0,27806.0,27872.0,True,True,True,0.0,0.0,0.0,2.05
4964,2,5,True,BA.2 + AY.45 + BA.2,80,79,84,-1,4,2,True,True,True,6762.0,6401.0,7122.0,9382.0,9343.0,9422.0,True,True,True,0.0,0.0,0.0,2.12
